,rr1_PredVol
317,0.07734787296777113
318,0.07529158683623295
319,0.0635453182918748
320,0.07206335199960505
321,0.07216984035823101
322,0.07434510006011928
323,0.07411994481242805
324,0.07254033676095631
325,0.07271465794190603
326,0.07312647164325971
327,0.07582457397307633
328,0.09138108322903474
329,0.07932041052053466
330,0.08255845815462591
331,0.08670451293089669
332,0.08319951320021846
333,0.07856478151919954
334,0.07838686937541935
335,0.0824916276011572
336,0.08133014817439985
337,0.07623976612219029
338,0.07852213681717603
339,0.07146484791811182
340,0.07394998724064583
341,0.08191676926622464
342,0.0866394714909687
343,0.09314619608201609
344,0.09507381899163947
345,0.0982605978372675
346,0.09766796290853541
347,0.09557265570955109
348,0.08800149806264522
349,0.08482794696729774
350,0.08627536114209884
351,0.07899326741686673
352,0.07913239605929365
353,0.08959161354239077
354,0.0753815078918859
355,0.07842271188568396
356,0.08052836532536965
357,0.10360908735227253
358,0.08348960868879717
359,0.08227452987138531
360,0.0805823828511246
361,0.0828265491038152
362,0.07735919760279705
363,0.06725111162802205
364,0.07085182047053495
365,0.06969581364655507
366,0.06610327099306107
367,0.06952285314156648
368,0.061799548619361315
369,0.06423236231493622
370,0.07222795809443551
371,0.06975904605413497
372,0.08090511499640693
373,0.08636237504505037
374,0.08289313325023638
375,0.0831015510192063
376,0.08274172408250988
377,0.08551420736280943
378,0.08359668732458893
379,0.10536338990100386
380,0.10855749856292994
381,0.10417572868146145
382,0.10207242287868318
383,0.09848406253138074
384,0.09576702033319083
385,0.09869586739898965
386,0.09355467917626335
387,0.08261747435915785
388,0.08148040098186692
389,0.07720171977222857
390,0.08051564760132485
